Project Name,Package Name,Architecture Smell,Cause of the Smell,Reason
G22Trelo,com0.G22Trello,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ConfigWeb]; [G22TreloApplication]; [BoardServiceTest]; [G22TreloApplicationTests]; [TaskServiceTest]; [UserServiceTest]; [WorkspaceServiceTest]. LCC (Lack of Component Cohesion) = 1.0,False-positive
